분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,해양생물자원관 효율적 운영,계속사업,Y,N,Y,Y,N,N,N,국립해양생물자원관,,"432,968,000천원",해양생물자원관운영,해양생물자원관운영,"32,315,000천원",해양오염 피해복,"21,575,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",해양수산부,대규모(1000억원 이상),운영/관리,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,432968000,104.0,B급_간접관련
,해양생물자원을 확보 및 유용물질을 이용하여 해양바이오 원천 사업화 기술 개발,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"51,854,000천원",빅데이터 기반 해양 바이러스 제어 및 마린바이오틱스 개,국가생명연구자원선진화(해수부)(R&D),"6,468,000천원",빅데이터 기반 해양 바이러스 제어 및 마린바이오틱스 개,"3,900,000천원",해양바이오 산업소재 국산화 기술개발(R&D),"4,965,000천원",해양수산부산물 바이오 소재화 기술개발(R&D),"3,000,000천원",해양 마이크로바이옴 기반 생태환경 관리기술 개발(R&D),"1,700,000천원",해양생물독 생산 및 기능성 활용 기술개발(R&D),"4,300,000천원",해양 글라이칸 활용 맞춤형 케어소재 산업화(R&D),"2,100,000천원",해양생물 유래 바이오소재를 활용한 노화 극복 기술개발(,"4,850,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,51854000,104.0,B급_간접관련
,관측을 통한 수산물 수급조정 및 가격안정,계속사업,Y,N,Y,Y,N,N,N,"국가, 한국해양수산개발원",,"133,377,000천원",양식장 관리 실태조사,양식장 관리 실태조사,"6,800,000천원",수산어촌알리기 -,"101,748,000천원",수출입수산물 안,"28,248,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,해양수산부,대규모(1000억원 이상),운영/관리,전국단위,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,133377000,104.0,B급_간접관련
,온실가스감축 등 정책연구 및 정보화,계속사업,Y,N,N,Y,N,N,N,"국가, 한국에너지기술평가원",,"231,590,000천원",에너지자원정책연구,에너지기술정책수립(에특)(R&D),"630,000천원",에너지자원정책연구,"261,000천원",기반구축,"15,748,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,Yes,에너지자원정책지원,5.977,5977,불일치,38646.86,289,231590000,104.0,B급_간접관련
,한국보건산업진흥원 운영 지원,계속사업,N,N,N,Y,N,N,N,민간,,"50,897,000천원",치매전주기 데이터수집 및 빅데이터 통합시스템 구축사업(,한국보건산업진흥원 운영,"50,897,000천원",보건산업정책,"47,289,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,출연,민간,대규모(1000억원 이상),인프라/건설,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,50897000,104.0,B급_간접관련
,"천리안기상위성 운영 및 위성자료 수신 분석활용기술개발, 천리 안 후속 위성 개발 등",계속사업,Y,N,N,Y,N,N,N,"국가, 한국기상산업기술원",,"68,537,000천원",책임행정기관 인,기상위성 운영 및 활용 기술개발(R&D),"15,319,000천원",기상위성 융합 활용 기술개발(R&D),"2,300,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),3천원,우주기상 위성(천리안위성,5천원,호) 개발(기상,"111,058,000천원",청)(R&D),3천원,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,산업통상자원부,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,68537000,104.0,B급_간접관련
,철도시설의 유지보수 및 시설개량 등 철도안전 및 시설관리 지원,계속사업,Y,N,Y,Y,Y,N,N,"국가, 민간, 국가철도공단 등",,"8,245,641,000천원",교통시설특별회계(도로계정) 전출,일반철도시설유지보수위탁,"760,561,000천원",일반철도안전 및 시설개량,"723,936,000천원",철도정책지원,"24,858,000천원",고속철도안전및시설개량,"465,361,000천원",철도교통관제시설운영위탁,"49,803,000천원",철도사고조사,"204,000천원",철도시설위탁및관리,"27,132,000천원",철도안전관리제도운영,"2,625,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조, 출연, 위탁",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,8245641000,104.0,B급_간접관련
,철도시설의 유지보수 및 시설개량 등 철도안전 및 시설관리 지원,계속사업,Y,N,Y,Y,Y,N,N,"국가, 민간, 국가철도공단 등",,"399,591,000천원",일반철도시설유지보수위탁,일반철도시설유지보수위탁,"760,561,000천원",일반철도안전 및 시설개량,"723,936,000천원",철도정책지원,"24,858,000천원",고속철도안전및시설개량,"465,361,000천원",철도교통관제시설운영위탁,"49,803,000천원",철도사고조사,"204,000천원",철도시설위탁및관리,"27,132,000천원",철도안전관리제도운영,"2,625,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 민간보조",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,399591000,104.0,B급_간접관련
,공간DB융합시스템 구축,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 한국건설기술원",70억원,"215,454,000천원",국가공간정보 공동활용체계 구축 및 운영(정보화),국가공간정보 공동활용체계 구축 및 운영(정보화),"7,563,000천원",골재자원조사및,"1,836,000천원",국토공간정보기반조성(정보화),"694,000천원",지상지하 공간정보 통합관리체계 구축(정보화),"3,550,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,215454000,104.0,B급_간접관련
,검사기술 선진화 및 첨단차 검사기법 도입,계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 한국교통안전공단",26억원,"86,446,000천원",수소전기차내압용기검사소구축사업,수소전기차내압용기검사소구축사업,"3,400,000천원",첨단자동차검사연구센터운영,"300,000천원",자율자동차 상용화,"9,429,000천원",자동차안전도강,"19,760,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,86446000,104.0,B급_간접관련
,안전한 자동차 제작 유도를 위한 시설 및 운영,계속사업,Y,N,N,Y,N,N,N,"국가, 한국교통안전공단 등",,"86,446,000천원",자동차안전도강화,자동차안전도강화,"18,420,000천원",자동차 튜닝인증 기술지원,"810,000천원",이륜자동차이동검사소운영,"530,000천원",교통안전공단출,"86,446,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,86446000,104.0,B급_간접관련
,고속도로조사설계,계속사업,Y,N,N,N,N,N,N,"국가, 한국도로공사",,"14,658,513,000천원",고정자산매각대,고속도로조사,"28,392,000천원",고속도로건설,"961,247,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,14658513000,104.0,B급_간접관련
,고속철도 건설,계속사업,N,N,N,Y,N,N,N,국가철도공단,,"2,261,868,000천원",일반철도건설,호남고속철도건설(광주-목포),"81,643,000천원",일반철도건설,"2,261,868,000천원",평택-오송,2천원,경부고속철도,2천원,인천발 KTX,"114,298,000천원",수원발 KTX,"37,555,000천원",수색-광명 고속철도건설,"14,700,000천원",서해선-경부고속 연결선 철도건설,"2,000,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,Yes,광역철도건설지원,71.604,71604,불일치,31488.57,377,2261868000,104.0,B급_간접관련
,일반철도건설사업 중 공사 중 사업 지원,계속사업,Y,Y,N,Y,N,N,Y,국가철도공단,460.28억원,"1,154,782,000천원",서해선복선전철,보성-임성리철도건설,"3,000,000천원",철도운영지원(교,"1,082,029,000천원",서해선복선전철,"37,000,000천원",이천-문경 철도건설,"34,800,000천원",장항선 개량,2천원,도담-영천 복선전철,"26,968,000천원",장항선(신창-대야)복선전철화,"122,800,000천원",강릉-제진철도건설,"185,200,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 출연, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,1154782000,104.0,B급_간접관련
,"수송차량구입, 민자철도운영지원",계속사업,Y,Y,N,Y,N,N,Y,"국가, 지자체, 국가철도공단, 한국철도공사",460.28억원,"876,033,000천원",수송차량구입,수송차량구입,"197,891,000천원",민자철도운영지원,"871,611,000천원",국가철도공단지,"72,753,000천원",김포 도시철도 전동차 증차 한시지원,"6,120,000천원",서울 도시철도 전동차 증차 한시지원,"6,407,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,출연,국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,876033000,104.0,B급_간접관련
,"국가철도공단 인건비, 운영경비 지원",계속사업,Y,Y,Y,Y,N,N,Y,국가철도공단,475.28억원,"876,033,000천원",국가철도공단관리비,국가철도공단관리비,"72,753,000천원",광역철도건설지,"876,033,000천원",2800 광역철도건설,"876,033,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 지자체보조, 민간보조, 출연, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,876033000,104.0,B급_간접관련
,대도시권 교통난 해소를 위한 도시철도망,계속사업,N,Y,N,Y,N,N,Y,국토교통과학기술진흥원,914.79억원,"4,811,093,000천원",고속철도자갈궤도구간사전제작형급속개량콘크리트궤도및,철도차량및용품형식승인기술기준고도화개발(R&D),"6,679,000천원",초고속하이퍼튜브철도인프라핵심기술개발(R&D),"4,850,000천원",국토교통과학기술진흥원기획평가관리비(교특)(R&D),"6,971,000천원",고속철도자갈궤도구간사전제작형급속개량콘크리트궤도및,"2,000,000천원",내구연한도래노후디젤기관차대체를위한친환경수소전기기,"11,603,000천원",대심도장대터널(GTX등)의재난대응복합훈련장개발(R&D),"8,318,000천원",스마트철도물류혁신기술개발(R&D),"2,000,000천원",,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,4811093000,104.0,B급_간접관련
,해양수산 및 해운항만 산업 발전 연구 등,계속사업,N,N,N,Y,N,N,N,한국해양수산개발원,,"16,515,000천원",한국행정연구원,한국해양수산개발원(R&D),"31,267,000천원",한국행정연구원,"16,515,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,16515000,101.4,B급_간접관련
,"SW, 인공지능 분야 등의 전문인재양성을 통해 실무형 인재양성 및 채용연계 추진",계속사업,N,N,N,Y,N,N,N,정보통신기획평가원 등,,"48,899,000천원",지역디지털인재양성,지역디지털인재양성,"61,595,000천원",소프트웨어인재키움,"1,228,000천원",SW산업경쟁력강,"1,514,000천원",디지털헬스케어 기반 AI 융합혁신 센터 구축,"3,500,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),교육/인재양성,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,48899000,101.4,B급_간접관련
,수산업의 미래산업화를 위해 수산 전분야 RD 지원 및 전문인력 양성 지원,계속사업,Y,N,N,Y,N,N,N,해양수산과학기술진흥원,,"14,800,000천원",해양아쿠아포닉스기반 에너지절감형 육상양식시스템 구축,국제사회IUU어업 예방을 위한 원양어선전자모니터링기술,"5,400,000천원",수산부산물산업활용성기술개발사업(R&D),"3,325,000천원",수산업현장맞춤형기술고도화사업(R&D),"3,260,000천원",지속가능한 우량김종자생산 및 육상양식기술개발(R&D),"7,550,000천원",정책연구개발(R,"644,000천원",해양아쿠아포닉스기반 에너지절감형 육상양식시스템 구축,"2,800,000천원",해양수산 융합형 전문인력양성사업(R&D),"3,700,000천원",양식생물 생물보안체계 구축을 위한 기술개발(R&D),"1,600,000천원",2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,해양수산부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,14800000,101.4,B급_간접관련
,정보통신산업진흥원 기관운영비 지원,계속사업,Y,N,Y,Y,N,N,N,정보통신산업진흥원,,"3,924,437,000천원",정보통신산업진흥원지원(정보화),정보통신산업진흥원지원(정보화),"39,144,000천원",공정경쟁및이용,"6,207,000천원",846) (-) 장(분야),130천원,846) (-) 관(부문),131천원,방송통신,"257,988,000천원",000 2400 통신정책지원,"37,233,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 민간보조, 출연",기타,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,3924437000,100.0,B급_간접관련
